                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.56181,                 0.3729,                  1.072,                0.97338,                0.97972,                0.99275,                0.84571,                0.55907,                0.51385,                 0.8925,              0.0001061,              0.0001061,              0.0001061
                     88,                0.55765,                0.37422,                 1.0706,                0.98832,                0.97408,                0.99285,                0.84897,                0.52818,                0.51242,                 0.8794,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.55851,                0.37587,                 1.0774,                0.99335,                0.97135,                 0.9926,                0.84488,                0.53562,                0.51059,                0.89149,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.54955,                0.37367,                 1.0734,                0.99249,                0.97027,                0.99232,                 0.8458,                  0.569,                0.49394,                0.90102,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                  0.488,                0.36246,                0.98603,                0.98123,                0.98243,                0.99248,                0.84106,                0.51721,                0.36829,                0.85903,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.46665,                0.34302,                0.97846,                0.97996,                0.97923,                0.99254,                0.84711,                0.51711,                 0.3567,                0.85293,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.47268,                0.33538,                0.97012,                0.99291,                0.97079,                0.99263,                0.85237,                0.49957,                0.33464,                0.83011,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.47911,                 0.3366,                0.97679,                0.99456,                0.97284,                0.99288,                0.84909,                0.50069,                0.33814,                0.82928,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.45356,                0.31931,                0.95343,                0.99303,                0.97421,                0.99279,                0.86354,                 0.4757,                0.33226,                 0.8246,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.44159,                0.31931,                0.95666,                0.99224,                0.97604,                0.99282,                0.86196,                0.46969,                0.31638,                0.81756,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                 0.4592,                 0.3207,                0.96779,                0.99178,                0.97604,                0.99262,                0.86535,                0.46201,                 0.3143,                0.81025,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.43416,                 0.3177,                0.96251,                0.99266,                0.97701,                0.99227,                0.86547,                0.46295,                0.31437,                 0.8066,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.44103,                0.31549,                0.95783,                 0.9915,                0.97604,                0.99273,                0.86773,                0.44979,                0.30886,                0.80778,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                 0.4205,                 0.3083,                0.96007,                0.98855,                0.97609,                0.99258,                0.86678,                0.45256,                0.31175,                0.80772,             1.4209e-05,             1.4209e-05,             1.4209e-05
